ID,Var_ID,Name,Description,ord
SCCS1660-0,SCCS1660,No score (original code 0),No score (original code 0),0
SCCS1660-1,SCCS1660,Original score 1,Original score 1,1
SCCS1660-2,SCCS1660,Original socre 1.75,Original score 1.75,2
SCCS1660-3,SCCS1660,Original score 2,Original score 2,3
SCCS1660-4,SCCS1660,Original score 2.25,Original score 2.25,4
SCCS1660-5,SCCS1660,Original score 2.5,Original score 2.5,5
SCCS1660-6,SCCS1660,Original score 2.75,Original score 2.75,6
SCCS1660-7,SCCS1660,Original score 3,Original score 3,7
SCCS1660-8,SCCS1660,Original score 3.5,Original score 3.5,8
SCCS1660-9,SCCS1660,Original score 3.75,Original score 3.75,9
SCCS1660-10,SCCS1660,Original score 4,Original score 4,10
SCCS1661-NA,SCCS1661,NA,Missing data,99
SCCS1661-0,SCCS1661,No reliability score (see Varialbe STDS78.REL for reasons),No reliability score (see Variable 1651 in 78.REL for reasons),0
SCCS1661-1,SCCS1661,"Different coders agree perfectly(including""don't know ans.)",The different coders agree perfectly (including the situation when they both said dont know),1
SCCS1661-2,SCCS1661,Diff. coders not more than .5 apart on original scale,The different coders are not more than .5 apart on the original scale,2
SCCS1661-3,SCCS1661,Diff. coders not more than 1 point apart on original scale,The different coders are not more than 1 point apart on the original scale,3
SCCS1661-4,SCCS1661,"1 coders says""don't know"" or ""not applicable"" score 1,2,or 3","One coder says dont know or not applicable and the other two coders would have received a reliability score of 1, 2, or 3 if they had been the only raters",4
SCCS1661-5,SCCS1661,1 coders are more than 1 point apart on orig. scale(1-5),"The coders are more than 1 point apart on the original scale (from 1-5), but the ratings do not cross the dichotomy between scores 2 and 3 on Var. 1655",5
SCCS1661-6,SCCS1661,"1 coder says""don't know""or ""not applicable""2 others score 5","One coder says dont know or not applicable, and the two others would have received a reliability score of 5 if they had been the only raters. Also scored as 6: one coder said dont know and the other said not applicable",6
SCCS1661-7,SCCS1661,2 coders are more than 1 point apart on original scale,Two coders are more than 1 point apart on the original scale and their scores are not on one side of the dichotomy mentioned in reliability score 5,7
SCCS1661-8,SCCS1661,"1 of the 2 or 3 raters says""don't know""or""not applicable""","One of the two or three raters says dont know or not applicable, and the second one (if only two raters) assigned a score of 1-5 to the case; if there are three raters, the other two do not meet the reliability conditions of reliability scores 4 or 6",8
SCCS1662-NA,SCCS1662,NA,Missing data,99
SCCS1662-0,SCCS1662,No reliability score (see Varialbe STDS78.REL for reasons),No reliability score (see Variable 1651 in 78.REL for reasons),0
SCCS1662-1,SCCS1662,"Different coders agree perfectly(including""don't know ans.)",The different coders agree perfectly (including the situation when they both said dont know),1
SCCS1662-2,SCCS1662,Diff. coders not more than .5 apart on original scale,The different coders are not more than .5 apart on the original scale,2
SCCS1662-3,SCCS1662,Diff. coders not more than 1 point apart on original scale,The different coders are not more than 1 point apart on the original scale,3
SCCS1662-4,SCCS1662,"1 coders says""don't know"" or ""not applicable"" score 1,2,or 3","One coder says dont know or not applicable and the other two coders would have received a reliability score of 1, 2, or 3 if they had been the only raters",4
SCCS1662-5,SCCS1662,1 coders are more than 1 point apart on orig. scale(1-5),"The coders are more than 1 point apart on the original scale (from 1-5), but the ratings do not cross the dichotomy between scores 2 and 3 on Var. 1656",5
SCCS1662-6,SCCS1662,"1 coder says""don't know""or ""not applicable""2 others score 5","One coder says dont know or not applicable, and the two others would have received a reliability score of 5 if they had been the only raters. Also scored as 6: one coder said dont know and the other said not applicable",6
SCCS1662-7,SCCS1662,2 coders are more than 1 point apart on original scale,Two coders are more than 1 point apart on the original scale and their scores are not on one side of the dichotomy mentioned in reliability score 5,7
SCCS1662-8,SCCS1662,"1 of the 2 or 3 raters says""don't know""or""not applicable""","One of the two or three raters says dont know or not applicable, and the second one (if only two raters) assigned a score of 1-5 to the case; if there are three raters, the other two do not meet the reliability conditions of reliability scores 4 or 6",8
SCCS1663-NA,SCCS1663,NA,Missing data,99
SCCS1663-0,SCCS1663,No reliability score (see Varialbe STDS78.REL for reasons),No reliability score (see Variable 1651 in for reasons),0
SCCS1663-1,SCCS1663,"Different coders agree perfectly(including""don't know ans.)",The different coders agree perfectly (including the situation when they both said dont know),1
SCCS1663-2,SCCS1663,Diff. coders not more than .5 apart on original scale,The different coders are not more than .5 apart on the original scale,2
SCCS1663-3,SCCS1663,Diff. coders not more than 1 point apart on original scale,The different coders are not more than 1 point apart on the original scale,3
SCCS1663-4,SCCS1663,"1 coders says""don't know"" or ""not applicable"" score 1,2,or 3","One coder says dont know or not applicable and the other two coders would have received a reliability score of 1, 2, or 3 if they had been the only raters",4
SCCS1663-5,SCCS1663,1 coders are more than 1 point apart on orig. scale(1-5),"The coders are more than 1 point apart on the original scale (from 1-5), but the ratings do not cross the dichotomy between scores 1 and 2 on Var. 1658",5
SCCS1663-6,SCCS1663,"1 coder says""don't know""or ""not applicable""2 others score 5","One coder says dont know or not applicable, and the two others would have received a reliability score of 5 if they had been the only raters. Also scored as 6: one coder said dont know and the other said not applicable",6
SCCS1663-7,SCCS1663,2 coders are more than 1 point apart on original scale,Two coders are more than 1 point apart on the original scale and their scores are not on one side of the dichotomy mentioned in reliability score 5,7
SCCS1663-8,SCCS1663,"1 of the 2 or 3 raters says""don't know""or""not applicable""","One of the two or three raters says dont know or not applicable, and the second one (if only two raters) assigned a score of 1-5 to the case; if there are three raters, the other two do not meet the reliability conditions of reliability scores 4 or 6",8
SCCS1664-NA,SCCS1664,NA,Missing data,99
SCCS1664-0,SCCS1664,No reliability score (see Varialbe STDS78.REL for reasons),No reliability score (see Variable 1651 in 78.REL for reasons),0
SCCS1664-1,SCCS1664,"Different coders agree perfectly(including""don't know ans.)",The different coders agree perfectly (including the situation when they both said dont know),1
SCCS1664-2,SCCS1664,Diff. coders not more than .5 apart on original scale,The different coders are not more than .5 apart on the original scale,2
SCCS1664-3,SCCS1664,Diff. coders not more than 1 point apart on original scale,The different coders are not more than 1 point apart on the original scale,3
SCCS1664-4,SCCS1664,"1 coders says""don't know"" or ""not applicable"" score 1,2,or 3","One coder says dont know or not applicable and the other two coders would have received a reliability score of 1, 2, or 3 if they had been the only raters",4
SCCS1664-5,SCCS1664,1 coders are more than 1 point apart on orig. scale(1-5),"The coders are more than 1 point apart on the original scale (from 1-5), but the ratings do not cross the dichotomy between scores 1 and 2 on Var. 1659",5
SCCS1664-6,SCCS1664,"1 coder says""don't know""or ""not applicable""2 others score 5","One coder says dont know or not applicable, and the two others would have received a reliability score of 5 if they had been the only raters. Also scored as 6: one coder said dont know and the other said not applicable",6
SCCS1664-8,SCCS1664,"1 of the 2 or 3 raters says""don't know""or""not applicable""","One of the two or three raters says dont know or not applicable, and the second one (if only two raters) assigned a score of 1-5 to the case; if there are three raters, the other two do not meet the reliability conditions of reliability scores 4 or 6",8
SCCS1665-NA,SCCS1665,NA,Missing data,99
SCCS1665-0,SCCS1665,No resolved rating (original code 0),No resolved rating (original code 0),0
SCCS1665-1,SCCS1665,Low (original code 1),Low (original code 1),1
SCCS1665-2,SCCS1665,original code 1.25,original code 1.25,2
SCCS1665-3,SCCS1665,original code 1.5,original code 1.5,3
SCCS1665-4,SCCS1665,original code 1.75,original code 1.75,4
SCCS1665-5,SCCS1665,Moderate (original code 2),Moderate (original code 2),5
SCCS1665-6,SCCS1665,original code 2.25,original code 2.25,6
SCCS1665-7,SCCS1665,original code 2.5,original code 2.5,7
SCCS1665-8,SCCS1665,original code 2.75,original code 2.75,8
SCCS1665-9,SCCS1665,High (original code 3),High (original code 3),9
SCCS1665-88,SCCS1665,Don't know (original code 8),Don't know (original code 8),88
SCCS1666-NA,SCCS1666,NA,Missing data,99
SCCS1666-0,SCCS1666,No resolved rating (original code 0),No resolved rating (original code 0),0
SCCS1666-1,SCCS1666,Low (original code 1),Low (original code 1),1
SCCS1666-2,SCCS1666,original code 1.25,original code 1.25,2
SCCS1666-3,SCCS1666,original code 1.5,original code 1.5,3
SCCS1666-4,SCCS1666,original code 1.75,original code 1.75,4
SCCS1666-5,SCCS1666,Moderate (original code 2),Moderate (original code 2),5
SCCS1666-6,SCCS1666,original code 2.25,original code 2.25,6
SCCS1666-7,SCCS1666,original code 2.5,original code 2.5,7
SCCS1666-8,SCCS1666,original code 2.75,original code 2.75,8
SCCS1666-9,SCCS1666,High (original code 3),High (original code 3),9
SCCS1666-88,SCCS1666,Don't know (original code 8),Don't know (original code 8),88
SCCS1667-NA,SCCS1667,NA,Missing data,99
SCCS1667-0,SCCS1667,No resolved rating (original code 0),No resolved rating (original code 0),0
SCCS1667-1,SCCS1667,Low (original code 1),Low (original code 1),1
SCCS1667-2,SCCS1667,original code 1.25,original code 1.25,2
SCCS1667-3,SCCS1667,original code 1.5,original code 1.5,3
SCCS1667-4,SCCS1667,original code 1.75,original code 1.75,4
SCCS1667-5,SCCS1667,Moderate (original code 2),Moderate (original code 2),5
SCCS1667-6,SCCS1667,original code 2.25,original code 2.25,6
SCCS1667-7,SCCS1667,original code 2.5,original code 2.5,7
SCCS1667-8,SCCS1667,original code 2.75,original code 2.75,8
SCCS1667-9,SCCS1667,High (original code 3),High (original code 3),9
SCCS1667-88,SCCS1667,Don't know (original code 8),Don't know (original code 8),88
SCCS1668-NA,SCCS1668,NA,Missing data,99
SCCS1668-0,SCCS1668,No resolved rating (original code 0),No resolved rating (original code 0),0
SCCS1668-1,SCCS1668,Low (original code 1),Low (original code 1),1
SCCS1668-2,SCCS1668,original code 1.25,original code 1.25,2
SCCS1668-3,SCCS1668,original code 1.5,original code 1.5,3
SCCS1668-4,SCCS1668,original code 1.75,original code 1.75,4
SCCS1668-5,SCCS1668,Moderate (original code 2),Moderate (original code 2),5
SCCS1668-7,SCCS1668,original code 2.5,original code 2.5,7
SCCS1668-8,SCCS1668,original code 2.75,original code 2.75,8
SCCS1668-9,SCCS1668,High (original code 3),High (original code 3),9
SCCS1668-88,SCCS1668,Don't know (original code 8),Don't know (original code 8),88
SCCS1668-99,SCCS1668,99,99,99
SCCS1669-NA,SCCS1669,NA,Missing data,99
SCCS1669-0,SCCS1669,No resolved rating (original code 0),No resolved rating (original code 0),0
SCCS1669-1,SCCS1669,Low (original code 1),Low (original code 1),1
SCCS1669-2,SCCS1669,original code 1.25,original code 1.25,2
SCCS1669-3,SCCS1669,original code 1.5,original code 1.5,3
SCCS1669-4,SCCS1669,original code 1.75,original code 1.75,4
SCCS1669-5,SCCS1669,Moderate (original code 2),Moderate (original code 2),5
SCCS1669-7,SCCS1669,original code 2.5,original code 2.5,7
SCCS1669-9,SCCS1669,High (original code 3),High (original code 3),9
SCCS1669-88,SCCS1669,Don't know (original code 8),Don't know (original code 8),88
SCCS1670-NA,SCCS1670,NA,Missing data,99
SCCS1670-0,SCCS1670,No reliability score (see Varialbe STDS78.REL for reasons),No reliability score (see Variable 1651 in 78.REL for reasons),0
SCCS1670-1,SCCS1670,"Different coders agree perfectly(including""don't know ans.)",The different coders agree perfectly (including the situation when they both said dont know),1
SCCS1670-2,SCCS1670,Diff. coders not more than .5 apart on original scale,The different coders are not more than .5 apart on the original scale,2
SCCS1670-3,SCCS1670,Diff. coders not more than 1 point apart on original scale,The different coders are not more than 1 point apart on the original scale,3
SCCS1670-4,SCCS1670,"1 coders says""don't know"" or ""not applicable"" score 1,2,or 3","One coder says dont know or not applicable and the other two coders would have received a reliability score of 1, 2, or 3 if they had been the only raters",4
SCCS1670-7,SCCS1670,2 coders are more than 1 point apart on original scale,Two coders are more than 1 point apart on the original scale,7
SCCS1670-8,SCCS1670,"1 of the 2 or 3 raters says""don't know""or""not applicable""","One of the two or three raters says dont know or not applicable, and the second one (if only two raters) assigned a score of 1-3 to the case; if there are three raters, the other two do not meet the reliability conditions of reliability score 4",8
SCCS1671-NA,SCCS1671,NA,Missing data,99
SCCS1671-0,SCCS1671,No reliability score (see Varialbe STDS78.REL for reasons),No reliability score (see Variable 1651 in 78.REL for reasons),0
SCCS1671-1,SCCS1671,"Different coders agree perfectly(including""don't know ans.)",The different coders agree perfectly (including the situation when they both said dont know),1
SCCS1671-2,SCCS1671,Diff. coders not more than .5 apart on original scale,The different coders are not more than .5 apart on the original scale,2
SCCS1671-3,SCCS1671,Diff. coders not more than 1 point apart on original scale,The different coders are not more than 1 point apart on the original scale,3
SCCS1671-4,SCCS1671,"1 coders says""don't know"" or ""not applicable"" score 1,2,or 3","One coder says dont know or not applicable and the other two coders would have received a reliability score of 1, 2, or 3 if they had been the only raters",4
SCCS1671-7,SCCS1671,2 coders are more than 1 point apart on original scale,Two coders are more than 1 point apart on the original scale,7
SCCS1671-8,SCCS1671,"1 of the 2 or 3 raters says""don't know""or""not applicable""","One of the two or three raters says dont know or not applicable, and the second one (if only two raters) assigned a score of 1-3 to the case; if there are three raters, the other two do not meet the reliability conditions of reliability score 4",8
SCCS1672-NA,SCCS1672,NA,Missing data,99
SCCS1672-0,SCCS1672,No reliability score (see Varialbe STDS78.REL for reasons),No reliability score (see Variable 1651 in 78.REL for reasons),0
SCCS1672-1,SCCS1672,"Different coders agree perfectly(including""don't know ans.)",The different coders agree perfectly (including the situation when they both said dont know),1
SCCS1672-2,SCCS1672,Diff. coders not more than .5 apart on original scale,The different coders are not more than .5 apart on the original scale,2
SCCS1672-3,SCCS1672,Diff. coders not more than 1 point apart on original scale,The different coders are not more than 1 point apart on the original scale,3
SCCS1672-4,SCCS1672,"1 coders says""don't know"" or ""not applicable"" score 1,2,or 3","One coder says dont know or not applicable and the other two coders would have received a reliability score of 1, 2, or 3 if they had been the only raters",4
SCCS1672-7,SCCS1672,2 coders are more than 1 point apart on original scale,Two coders are more than 1 point apart on the original scale,7
SCCS1672-8,SCCS1672,"1 of the 2 or 3 raters says""don't know""or""not applicable""","One of the two or three raters says dont know or not applicable, and the second one (if only two raters) assigned a score of 1-3 to the case; if there are three raters, the other two do not meet the reliability conditions of reliability score 4",8
SCCS1673-NA,SCCS1673,NA,Missing data,99
SCCS1673-0,SCCS1673,No reliability score (see Varialbe STDS78.REL for reasons),No reliability score (see Variable 1651 in 78.REL for reasons),0
SCCS1673-1,SCCS1673,"Different coders agree perfectly(including""don't know ans.)",The different coders agree perfectly (including the situation when they both said dont know),1
SCCS1673-2,SCCS1673,Diff. coders not more than .5 apart on original scale,The different coders are not more than .5 apart on the original scale,2
SCCS1673-3,SCCS1673,Diff. coders not more than 1 point apart on original scale,The different coders are not more than 1 point apart on the original scale,3
SCCS1673-4,SCCS1673,"1 coders says""don't know"" or ""not applicable"" score 1,2,or 3","One coder says dont know or not applicable and the other two coders would have received a reliability score of 1, 2, or 3 if they had been the only raters",4
SCCS1673-6,SCCS1673,"1 coder says""don't know""or ""not applicable""2 others score 5",One coder says dont know or not applicable,6
SCCS1673-7,SCCS1673,2 coders are more than 1 point apart on original scale,Two coders are more than 1 point apart on the original scale,7
SCCS1673-8,SCCS1673,"1 of the 2 or 3 raters says""don't know""or""not applicable""","One of the two or three raters says dont know or not applicable, and the second one (if only two raters) assigned a score of 1-3 to the case; if there are three raters, the other two do not meet the reliability conditions of reliability scores 4 or 6",8
SCCS1674-NA,SCCS1674,NA,Missing data,99
SCCS1674-0,SCCS1674,No reliability score (see Varialbe STDS78.REL for reasons),No reliability score (see Variable 1651 in 78.REL for reasons),0
SCCS1674-1,SCCS1674,"Different coders agree perfectly(including""don't know ans.)",The different coders agree perfectly (including the situation when they both said dont know),1
SCCS1674-2,SCCS1674,Diff. coders not more than .5 apart on original scale,The different coders are not more than .5 apart on the original scale,2
SCCS1674-3,SCCS1674,Diff. coders not more than 1 point apart on original scale,The different coders are not more than 1 point apart on the original scale,3
SCCS1674-4,SCCS1674,"1 coders says""don't know"" or ""not applicable"" score 1,2,or 3","One coder says dont know or not applicable and the other two coders would have received a reliability score of 1, 2, or 3 if they had been the only raters",4
SCCS1674-7,SCCS1674,2 coders are more than 1 point apart on original scale,Two coders are more than 1 point apart on the original scale,7
SCCS1674-8,SCCS1674,"1 of the 2 or 3 raters says""don't know""or""not applicable""","One of the two or three raters says dont know or not applicable, and the second one (if only two raters) assigned a score of 1-3 to the case; if there are three raters, the other two do not meet the reliability conditions of reliability score 4",8
SCCS1675-NA,SCCS1675,NA,Missing data,99
SCCS1675-0,SCCS1675,No resolved rating (original code 0),No resolved rating (original code 0),0
SCCS1675-1,SCCS1675,Low (original code 1),Low (original code 1),1
SCCS1675-2,SCCS1675,original code 1.25,original code 1.25,2
SCCS1675-3,SCCS1675,original code 1.5,original code 1.5,3
SCCS1675-4,SCCS1675,original code 1.75,original code 1.75,4
SCCS1675-5,SCCS1675,Moderate (original code 2),Moderate (original code 2),5
SCCS1675-6,SCCS1675,original code 2.25,original code 2.25,6
SCCS1675-7,SCCS1675,original code 2.5,original code 2.5,7
SCCS1675-8,SCCS1675,original code 2.75,original code 2.75,8
SCCS1675-9,SCCS1675,High (original code 3),High (original code 3),9
SCCS1675-88,SCCS1675,Don't know (original code 8),Don't know (original code 8),88
SCCS1676-NA,SCCS1676,NA,Missing data,99
SCCS1676-0,SCCS1676,No resolved rating (original code 0),No resolved rating (original code 0),0
SCCS1676-1,SCCS1676,Low (original code 1),Low (original code 1),1
SCCS1676-2,SCCS1676,original code 1.25,original code 1.5,2
SCCS1676-3,SCCS1676,original code 1.5,Moderate (original code 2),3
SCCS1676-4,SCCS1676,original code 1.75,original code 2.25,4
SCCS1676-5,SCCS1676,Moderate (original code 2),original code 2.5,5
SCCS1676-6,SCCS1676,original code 2.25,original code 2.75,6
SCCS1676-7,SCCS1676,original code 2.5,High (original code 3),7
SCCS1676-8,SCCS1676,original code 2.75,original code 2.75,8
SCCS1677-NA,SCCS1677,NA,Missing data,99
SCCS1677-0,SCCS1677,No resolved rating (original code 0),No resolved rating (original code 0),0
SCCS1677-1,SCCS1677,Low (original code 1),Low (original code 1),1
SCCS1677-2,SCCS1677,original code 1.25,original code 1.75,2
SCCS1677-3,SCCS1677,original code 1.5,Moderate (original code 2),3
SCCS1677-4,SCCS1677,original code 1.75,original code 2.25,4
SCCS1677-5,SCCS1677,Moderate (original code 2),original code 2.5,5
SCCS1677-6,SCCS1677,original code 2.25,original code 2.75,6
SCCS1677-7,SCCS1677,original code 2.5,High (original code 3),7
SCCS1677-8,SCCS1677,original code 2.75,original code 2.75,8
SCCS1678-NA,SCCS1678,NA,Missing data,99
SCCS1678-0,SCCS1678,No resolved rating (original code 0),No resolved rating (original code 0),0
SCCS1678-1,SCCS1678,Low (original code 1),Low (original code 1),1
SCCS1678-2,SCCS1678,original code 1.25,original code 1.5,2
SCCS1678-3,SCCS1678,original code 1.5,High (original code 3),3
SCCS1678-8,SCCS1678,original code 2.75,original code 2.75,8
SCCS1678-9,SCCS1678,High (original code 3),High (original code 3),9
SCCS1679-NA,SCCS1679,NA,Missing data,99
SCCS1679-0,SCCS1679,No reliability score (see Varialbe STDS78.REL for reasons),No reliability score (see Variable 1651 in 78.REL for reasons),0
SCCS1679-1,SCCS1679,"Different coders agree perfectly(including""don't know ans.)",The different coders agree perfectly (including the situation when they both said dont know),1
SCCS1679-2,SCCS1679,Diff. coders not more than .5 apart on original scale,The different coders are not more than .5 apart on the original scale,2
SCCS1679-3,SCCS1679,Diff. coders not more than 1 point apart on original scale,The different coders are not more than 1 point apart on the original scale,3
SCCS1679-4,SCCS1679,"1 coders says""don't know"" or ""not applicable"" score 1,2,or 3","One coder says dont know or not applicable and the other two coders would have received a reliability score of 1, 2, or 3 if they had been the only raters",4
SCCS1679-7,SCCS1679,2 coders are more than 1 point apart on original scale,Two coders are more than 1 point apart on the original scale,7
SCCS1679-8,SCCS1679,"1 of the 2 or 3 raters says""don't know""or""not applicable""","One of the two or three raters says dont know or not applicable, and the second one (if only two raters) assigned a score of 1-3 to the case; if there are three raters, the other two do not meet the reliability conditions of reliability score 4",8
SCCS1680-NA,SCCS1680,NA,Missing data,99
SCCS1680-0,SCCS1680,No reliability score (see Varialbe STDS78.REL for reasons),No reliability score (see Variable 1651 in 78.REL for reasons),0
SCCS1680-1,SCCS1680,"Different coders agree perfectly(including""don't know ans.)",The different coders agree perfectly (including the situation when they both said dont know),1
SCCS1680-2,SCCS1680,Diff. coders not more than .5 apart on original scale,The different coders are not more than .5 apart on the original scale,2
SCCS1680-3,SCCS1680,Diff. coders not more than 1 point apart on original scale,The different coders are not more than 1 point apart on the original scale,3
SCCS1680-4,SCCS1680,"1 coders says""don't know"" or ""not applicable"" score 1,2,or 3","One coder says dont know or not applicable and the other two coders would have received a reliability score of 1, 2, or 3 if they had been the only raters",4
SCCS1680-7,SCCS1680,2 coders are more than 1 point apart on original scale,Two coders are more than 1 point apart on the original scale,7
SCCS1680-8,SCCS1680,"1 of the 2 or 3 raters says""don't know""or""not applicable""","One of the two or three raters says dont know or not applicable, and the second one (if only two raters) assigned a score of 1-3 to the case; if there are three raters, the other two do not meet the reliability conditions of reliability score 4",8
SCCS1681-NA,SCCS1681,NA,Missing data,99
SCCS1681-0,SCCS1681,No reliability score (see Varialbe STDS78.REL for reasons),No reliability score (see Variable 1651 in 78.REL for reasons),0
SCCS1681-1,SCCS1681,"Different coders agree perfectly(including""don't know ans.)",The different coders agree perfectly (including the situation when they both said dont know),1
SCCS1681-2,SCCS1681,Diff. coders not more than .5 apart on original scale,The different coders are not more than .5 apart on the original scale,2
SCCS1681-3,SCCS1681,Diff. coders not more than 1 point apart on original scale,The different coders are not more than 1 point apart on the original scale,3
SCCS1681-4,SCCS1681,"1 coders says""don't know"" or ""not applicable"" score 1,2,or 3","One coder says dont know or not applicable and the other two coders would have received a reliability score of 1, 2, or 3 if they had been the only raters",4
SCCS1681-7,SCCS1681,2 coders are more than 1 point apart on original scale,Two coders are more than 1 point apart,7
SCCS1681-8,SCCS1681,"1 of the 2 or 3 raters says""don't know""or""not applicable""","One of the two or three raters says dont know or not applicable, and the second one (if only two raters) assigned a score of 1-3 to the case; if there are three raters, the other two do not meet the reliability conditions of reliability score 4",8
SCCS1682-NA,SCCS1682,NA,Missing data,99
SCCS1682-0,SCCS1682,No reliability score (see Varialbe STDS78.REL for reasons),No reliability score (see Variable 1651 in 78.REL for reasons),0
SCCS1682-1,SCCS1682,"Different coders agree perfectly(including""don't know ans.)",The different coders agree perfectly (including the situation when they both said dont know),1
SCCS1682-4,SCCS1682,"1 coders says""don't know"" or ""not applicable"" score 1,2,or 3","One coder says dont know or not applicable and the other two coders would have received a reliability score of 1, 2, or 3 if they had been the only raters",4
SCCS1682-6,SCCS1682,"1 coder says""don't know""or ""not applicable""2 others score 5","One coder says dont know, and the other said not applicable",6
SCCS1682-8,SCCS1682,"1 of the 2 or 3 raters says""don't know""or""not applicable""","One of the two or three raters says dont know or not applicable, and the second one (if only two raters) assigned a score of 1-3 to the case; if there are three raters, the other two do not meet the reliability conditions of reliability scores 4",8
SCCS1683-NA,SCCS1683,NA,Missing data,99
SCCS1683-0,SCCS1683,No resolved rating,No resolved rating,0
SCCS1683-1,SCCS1683,Low threat of severe natural disrupters of the food supply,"Low threat of famine in the 25-year time period - food is reported to be ample or adequate, with no report of famine; or famine occurred only in the past; or occasional periods of food shortage are reported, but the scare foods are reported to be replaced by other available foods; or there may be chronic hunger in the absence of the conditions immediately below (original scores 2-4) (original code 1)",1
SCCS1683-2,SCCS1683,Moderate threat of severe natural disrupters of food supply,original code 1.5,2
SCCS1683-3,SCCS1683,Moderately high threat of severe natural disrupters food sup,"Moderate threat of famine - there is no reported famine during the 25-year time period, but the ethnographer states that there is an ever present threat of famine (original code 2)",3
SCCS1683-4,SCCS1683,high,Moderately high threat of famine - one famine occurred during the 25-year time period (original code 3),4
SCCS1683-5,SCCS1683,Don't know,original code 3.5,5
SCCS1683-6,SCCS1683,High - more than one famine/the 25-year time period,High - more than one famine occurred during the 25-year time period (original code 4),6
SCCS1683-8,SCCS1683,8,8,8
SCCS1684-NA,SCCS1684,NA,Missing data,99
SCCS1684-0,SCCS1684,No resolved rating,No resolved rating,0
SCCS1684-1,SCCS1684,Low threat of severre natural disrupters of the food supply,Low threat of severe natural disrupters of the food supply,1
SCCS1684-2,SCCS1684,Moderate threat of severe natural disrupters of food supply,Moderate threat of severe natural disrupters of food supply,2
SCCS1684-3,SCCS1684,Moderate high threat of severe natural disrupters of food su,Moderately high threat of severe natural disrupters of food supply,3
SCCS1684-4,SCCS1684,high,High,4
SCCS1684-8,SCCS1684,Don't know,Don't know,8
SCCS1685-NA,SCCS1685,NA,Missing data,99
SCCS1685-0,SCCS1685,No resolved rating (original code 0),No resolved rating (original code 0),0
SCCS1685-1,SCCS1685,Low or rare (original code 1),Low or rare (original code 1),1
SCCS1685-2,SCCS1685,original code 1.5,original code 1.5,2
SCCS1685-3,SCCS1685,"There are some ""hungry times"" during the year food is scarce",There are some hungry times during the year when people complain that they do not have enough food or enough of a particular food (original code 2),3
SCCS1685-4,SCCS1685,Some members of the population do not have enough to eat,Some members of the population usually do not have enough to eat (original code 3),4
SCCS1685-5,SCCS1685,Most members of the pop. usually do not have enough to eat,"Most members of the population usually do not have enough to eat - i.e., they are chronically undernourished (original code 4)",5
SCCS1685-8,SCCS1685,Don't know (original code 8),Don't know (original code 8),8
SCCS1686-NA,SCCS1686,NA,Missing data,99
SCCS1686-0,SCCS1686,No reliability score (see Varialbe STDS78.REL for reasons),No reliability score (see Varialbe STDS78.REL for reasons),0
SCCS1686-1,SCCS1686,"Different coders agree perfectly(including""don't know ans.)",The different coders agree perfectly (including the situation when they both said dont know),1
SCCS1686-3,SCCS1686,Diff. coders not more than 1 point apart on original scale,"The different coders are not more than 1 point apart, on the original scale and ratings do not cross the boundary between 1.0 (no problem), and some problem (1.5 and higher) on the original scale",3
SCCS1686-4,SCCS1686,"1 coders says""don't know"" or ""not applicable"" score 1,2,or 3","One of the first two coders says dont know, and the other two raters would have received a reliability score of 1, 2, or 3 if they had been the only raters",4
SCCS1686-5,SCCS1686,1 coders are more than 1 point apart on orig. scale(1-5),"The coders are more than 1 point apart on the original scale, but the ratings do not cross the dichotomy between 1.0 and more than 1.0 on the original scale",5
SCCS1686-7,SCCS1686,2 coders are more than 1 point apart on original scale,Two coders are more than 1 point apart and their scores are not on one side of the dichotomy mentioned in reliability score 5,7
SCCS1686-8,SCCS1686,"1 of the 2 or 3 raters says""don't know""or""not applicable""","One of the two or three raters says dont know, and the second one (if there are only two raters) is assigned a score of 1-5; if there are three raters, the other two do not meet the reliability conditions of reliability score 4 or 6",8
SCCS1687-NA,SCCS1687,NA,Missing data,99
SCCS1687-0,SCCS1687,No reliability score (see Varialbe STDS78.REL for reasons),No reliability score (see Varialbe STDS78.REL for reasons),0
SCCS1687-1,SCCS1687,"Different coders agree perfectly(including""don't know ans.)",The different coders agree perfectly (including the situation when they both said dont know),1
SCCS1687-2,SCCS1687,Diff. coders not more than .5 apart on original scale,"The different coders are not more than .5 point apart on the original scale (except that the difference between 1.0 and 1.5 is coded as 7 because 1.5 suggests some problem, whereas 1.0 suggests no problem)",2
SCCS1687-3,SCCS1687,Diff. coders not more than 1 point apart on original scale,"The different coders are not more than 1 point apart, on the original scale and ratings do not cross the boundary between 1.0 (no problem), and some problem (1.5 and higher) on the original scale",3
SCCS1687-4,SCCS1687,"1 coders says""don't know"" or ""not applicable"" score 1,2,or 3","One of the first two coders says dont know, and the other two raters would have received a reliability score of 1, 2, or 3 if they had been the only raters",4
SCCS1687-5,SCCS1687,1 coders are more than 1 point apart on orig. scale(1-5),"The coders are more than 1 point apart on the original scale, but the ratings do not cross the dichotomy between 1.0 and more than 1.0 on the original scale",5
SCCS1687-7,SCCS1687,2 coders are more than 1 point apart on original scale,Two coders are more than 1 point apart on the original scale and their scores are not on one side of the dichotomy mentioned in reliability score 5,7
