"SCCS ID","SCCS Name","SCCS Date","SCCS Note","EA ID","EA Name","EA Date","EA Note","EA Summary ID","EA Summary Name","EA Summary Date","EA Summary Note","AWC ID","AWC Name","AWC Date","AWC Note","SRS","PSF Cluster No","PSF Cluster Name","SES Name","WES Name","Fiche ID","Fiche Name","Fiche Source","Fiche Note","eHRAF ID","eHRAF Name","eHRAF Source","Culture Name","Start Date","End Date","Community Name","District Name","Focus Note","Region Code","Culture Area","Countries","Population (in thousands)","Population Year","Population Note","Language Name","Language Code","Language Note","Ethnonyms"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","NA12","Tlingit","http://ehrafworldcultures.yale.edu/document?id=na12-020
http://ehrafworldcultures.yale.edu/document?id=na12-035
http://ehrafworldcultures.yale.edu/document?id=na12-036
","Tlingit","1741","1972","None","Yakutat Bay, southeastern Alas","None","NA","None","United States","None","0","None","Tlingit","TLI","None","Alaska Natives (Tlingit),American Indians (Tlingit),Atlin,Auk,Cape Fox Indians,Carcross,Chilkat,Chilkat Indians,Craig Alaska,Gonaho,Hehl,Henya,Hoona,Hoona (Alaska),Hootzahtar,Huna,Hutsnuwu,Indians (Cape Fox),Indians (Chilkat),Indians (Koluschan),Indians (Thlinket),Indians (Thlinkithen),Indians (Tlingit),Inland Tlingit,Kake,Kake (Alaska),Klawock (Alaska),Kolosh,Koluschan Indians,Kuiu,Kuyu,Lleeengit,Native Americans (Tlingit),Northern Tlingit,Sanya,Sanyakwan,Sitka,Southern Tlingit,Stikine,Sumdum,Tagish,Taku,Teslin,Teslin Lake,Thlinket Indians,Thlinkets,Thlinkithen Indians,Tlingit (Inland),Tlingit (Northern),Tlingit (Southern),Tlingit Indians,Tlinkit,Tongass,Yakutat"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","NA12","Tlingit","http://ehrafworldcultures.yale.edu/document?id=na12-006
http://ehrafworldcultures.yale.edu/document?id=na12-031
","Tlingit","1880","1910","None","Southeastern Alaska","None","NA","None","United States","None","0","None","Tlingit","TLI","None","Alaska Natives (Tlingit),American Indians (Tlingit),Atlin,Auk,Cape Fox Indians,Carcross,Chilkat,Chilkat Indians,Craig Alaska,Gonaho,Hehl,Henya,Hoona,Hoona (Alaska),Hootzahtar,Huna,Hutsnuwu,Indians (Cape Fox),Indians (Chilkat),Indians (Koluschan),Indians (Thlinket),Indians (Thlinkithen),Indians (Tlingit),Inland Tlingit,Kake,Kake (Alaska),Klawock (Alaska),Kolosh,Koluschan Indians,Kuiu,Kuyu,Lleeengit,Native Americans (Tlingit),Northern Tlingit,Sanya,Sanyakwan,Sitka,Southern Tlingit,Stikine,Sumdum,Tagish,Taku,Teslin,Teslin Lake,Thlinket Indians,Thlinkets,Thlinkithen Indians,Tlingit (Inland),Tlingit (Northern),Tlingit (Southern),Tlingit Indians,Tlinkit,Tongass,Yakutat"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","NA12","Tlingit","http://ehrafworldcultures.yale.edu/document?id=na12-009
http://ehrafworldcultures.yale.edu/document?id=na12-022
http://ehrafworldcultures.yale.edu/document?id=na12-033
http://ehrafworldcultures.yale.edu/document?id=na12-034
","Tlingit","9999","9999","None","Southeastern Alaska","None","NA","None","United States","None","0","None","Tlingit","TLI","None","Alaska Natives (Tlingit),American Indians (Tlingit),Atlin,Auk,Cape Fox Indians,Carcross,Chilkat,Chilkat Indians,Craig Alaska,Gonaho,Hehl,Henya,Hoona,Hoona (Alaska),Hootzahtar,Huna,Hutsnuwu,Indians (Cape Fox),Indians (Chilkat),Indians (Koluschan),Indians (Thlinket),Indians (Thlinkithen),Indians (Tlingit),Inland Tlingit,Kake,Kake (Alaska),Klawock (Alaska),Kolosh,Koluschan Indians,Kuiu,Kuyu,Lleeengit,Native Americans (Tlingit),Northern Tlingit,Sanya,Sanyakwan,Sitka,Southern Tlingit,Stikine,Sumdum,Tagish,Taku,Teslin,Teslin Lake,Thlinket Indians,Thlinkets,Thlinkithen Indians,Tlingit (Inland),Tlingit (Northern),Tlingit (Southern),Tlingit Indians,Tlinkit,Tongass,Yakutat"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","NA12","Tlingit","http://ehrafworldcultures.yale.edu/document?id=na12-021
http://ehrafworldcultures.yale.edu/document?id=na12-026
http://ehrafworldcultures.yale.edu/document?id=na12-032
","Tlingit","1780","1880","None","Southeastern Alaska","None","NA","None","United States","None","0","None","Tlingit","TLI","None","Alaska Natives (Tlingit),American Indians (Tlingit),Atlin,Auk,Cape Fox Indians,Carcross,Chilkat,Chilkat Indians,Craig Alaska,Gonaho,Hehl,Henya,Hoona,Hoona (Alaska),Hootzahtar,Huna,Hutsnuwu,Indians (Cape Fox),Indians (Chilkat),Indians (Koluschan),Indians (Thlinket),Indians (Thlinkithen),Indians (Tlingit),Inland Tlingit,Kake,Kake (Alaska),Klawock (Alaska),Kolosh,Koluschan Indians,Kuiu,Kuyu,Lleeengit,Native Americans (Tlingit),Northern Tlingit,Sanya,Sanyakwan,Sitka,Southern Tlingit,Stikine,Sumdum,Tagish,Taku,Teslin,Teslin Lake,Thlinket Indians,Thlinkets,Thlinkithen Indians,Tlingit (Inland),Tlingit (Northern),Tlingit (Southern),Tlingit Indians,Tlinkit,Tongass,Yakutat"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","NA12","Tlingit","http://ehrafworldcultures.yale.edu/document?id=na12-025
","Tlingit","1971","1971","Hoonah","Southeastern Alaska","None","NA","None","United States","None","0","None","Tlingit","TLI","None","Alaska Natives (Tlingit),American Indians (Tlingit),Atlin,Auk,Cape Fox Indians,Carcross,Chilkat,Chilkat Indians,Craig Alaska,Gonaho,Hehl,Henya,Hoona,Hoona (Alaska),Hootzahtar,Huna,Hutsnuwu,Indians (Cape Fox),Indians (Chilkat),Indians (Koluschan),Indians (Thlinket),Indians (Thlinkithen),Indians (Tlingit),Inland Tlingit,Kake,Kake (Alaska),Klawock (Alaska),Kolosh,Koluschan Indians,Kuiu,Kuyu,Lleeengit,Native Americans (Tlingit),Northern Tlingit,Sanya,Sanyakwan,Sitka,Southern Tlingit,Stikine,Sumdum,Tagish,Taku,Teslin,Teslin Lake,Thlinket Indians,Thlinkets,Thlinkithen Indians,Tlingit (Inland),Tlingit (Northern),Tlingit (Southern),Tlingit Indians,Tlinkit,Tongass,Yakutat"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","NA12","Tlingit","http://ehrafworldcultures.yale.edu/document?id=na12-014
http://ehrafworldcultures.yale.edu/document?id=na12-016
","Tlingit","1948","1948","Carcoss, Teslin","Yukon territory","None","NA","None","United States","None","0","None","Tlingit","TLI","None","Alaska Natives (Tlingit),American Indians (Tlingit),Atlin,Auk,Cape Fox Indians,Carcross,Chilkat,Chilkat Indians,Craig Alaska,Gonaho,Hehl,Henya,Hoona,Hoona (Alaska),Hootzahtar,Huna,Hutsnuwu,Indians (Cape Fox),Indians (Chilkat),Indians (Koluschan),Indians (Thlinket),Indians (Thlinkithen),Indians (Tlingit),Inland Tlingit,Kake,Kake (Alaska),Klawock (Alaska),Kolosh,Koluschan Indians,Kuiu,Kuyu,Lleeengit,Native Americans (Tlingit),Northern Tlingit,Sanya,Sanyakwan,Sitka,Southern Tlingit,Stikine,Sumdum,Tagish,Taku,Teslin,Teslin Lake,Thlinket Indians,Thlinkets,Thlinkithen Indians,Tlingit (Inland),Tlingit (Northern),Tlingit (Southern),Tlingit Indians,Tlinkit,Tongass,Yakutat"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","NA12","Tlingit","http://ehrafworldcultures.yale.edu/document?id=na12-016
","Tlingit","1948","1948","Angoon town, Yakutat","Southeastern Alaska","None","NA","None","United States","None","0","None","Tlingit","TLI","None","Alaska Natives (Tlingit),American Indians (Tlingit),Atlin,Auk,Cape Fox Indians,Carcross,Chilkat,Chilkat Indians,Craig Alaska,Gonaho,Hehl,Henya,Hoona,Hoona (Alaska),Hootzahtar,Huna,Hutsnuwu,Indians (Cape Fox),Indians (Chilkat),Indians (Koluschan),Indians (Thlinket),Indians (Thlinkithen),Indians (Tlingit),Inland Tlingit,Kake,Kake (Alaska),Klawock (Alaska),Kolosh,Koluschan Indians,Kuiu,Kuyu,Lleeengit,Native Americans (Tlingit),Northern Tlingit,Sanya,Sanyakwan,Sitka,Southern Tlingit,Stikine,Sumdum,Tagish,Taku,Teslin,Teslin Lake,Thlinket Indians,Thlinkets,Thlinkithen Indians,Tlingit (Inland),Tlingit (Northern),Tlingit (Southern),Tlingit Indians,Tlinkit,Tongass,Yakutat"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","NA12","Tlingit","http://ehrafworldcultures.yale.edu/document?id=na12-023
","Tlingit","1980","1980","Sitka","Southeastern Alaska","None","NA","None","United States","None","0","None","Tlingit","TLI","None","Alaska Natives (Tlingit),American Indians (Tlingit),Atlin,Auk,Cape Fox Indians,Carcross,Chilkat,Chilkat Indians,Craig Alaska,Gonaho,Hehl,Henya,Hoona,Hoona (Alaska),Hootzahtar,Huna,Hutsnuwu,Indians (Cape Fox),Indians (Chilkat),Indians (Koluschan),Indians (Thlinket),Indians (Thlinkithen),Indians (Tlingit),Inland Tlingit,Kake,Kake (Alaska),Klawock (Alaska),Kolosh,Koluschan Indians,Kuiu,Kuyu,Lleeengit,Native Americans (Tlingit),Northern Tlingit,Sanya,Sanyakwan,Sitka,Southern Tlingit,Stikine,Sumdum,Tagish,Taku,Teslin,Teslin Lake,Thlinket Indians,Thlinkets,Thlinkithen Indians,Tlingit (Inland),Tlingit (Northern),Tlingit (Southern),Tlingit Indians,Tlinkit,Tongass,Yakutat"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","NA12","Tlingit","http://ehrafworldcultures.yale.edu/document?id=na12-012
http://ehrafworldcultures.yale.edu/document?id=na12-013
","Tlingit","9999","9999","Chilkat Village, Klukwan","Southeastern Alaska","None","NA","None","United States","None","0","None","Tlingit","TLI","None","Alaska Natives (Tlingit),American Indians (Tlingit),Atlin,Auk,Cape Fox Indians,Carcross,Chilkat,Chilkat Indians,Craig Alaska,Gonaho,Hehl,Henya,Hoona,Hoona (Alaska),Hootzahtar,Huna,Hutsnuwu,Indians (Cape Fox),Indians (Chilkat),Indians (Koluschan),Indians (Thlinket),Indians (Thlinkithen),Indians (Tlingit),Inland Tlingit,Kake,Kake (Alaska),Klawock (Alaska),Kolosh,Koluschan Indians,Kuiu,Kuyu,Lleeengit,Native Americans (Tlingit),Northern Tlingit,Sanya,Sanyakwan,Sitka,Southern Tlingit,Stikine,Sumdum,Tagish,Taku,Teslin,Teslin Lake,Thlinket Indians,Thlinkets,Thlinkithen Indians,Tlingit (Inland),Tlingit (Northern),Tlingit (Southern),Tlingit Indians,Tlinkit,Tongass,Yakutat"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","NA12","Tlingit","http://ehrafworldcultures.yale.edu/document?id=na12-027
","Tlingit","9999","9999","Angoon town, Yakutat","Southeastern Alaska","None","NA","None","United States","None","0","None","Tlingit","TLI","None","Alaska Natives (Tlingit),American Indians (Tlingit),Atlin,Auk,Cape Fox Indians,Carcross,Chilkat,Chilkat Indians,Craig Alaska,Gonaho,Hehl,Henya,Hoona,Hoona (Alaska),Hootzahtar,Huna,Hutsnuwu,Indians (Cape Fox),Indians (Chilkat),Indians (Koluschan),Indians (Thlinket),Indians (Thlinkithen),Indians (Tlingit),Inland Tlingit,Kake,Kake (Alaska),Klawock (Alaska),Kolosh,Koluschan Indians,Kuiu,Kuyu,Lleeengit,Native Americans (Tlingit),Northern Tlingit,Sanya,Sanyakwan,Sitka,Southern Tlingit,Stikine,Sumdum,Tagish,Taku,Teslin,Teslin Lake,Thlinket Indians,Thlinkets,Thlinkithen Indians,Tlingit (Inland),Tlingit (Northern),Tlingit (Southern),Tlingit Indians,Tlinkit,Tongass,Yakutat"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","EF06","Serbs","http://ehrafworldcultures.yale.edu/document?id=ef06-020
","Serbs","1980","1992","None","None","None","EU","None","Serbia","None","0","None","Serbo-Croatian","SRC","None","Orasac,Servians,Srbi"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","EF06","Serbs","http://ehrafworldcultures.yale.edu/document?id=ef06-033
http://ehrafworldcultures.yale.edu/document?id=ef06-034
","Serbs","1847","1914","None","None","None","EU","None","Serbia","None","0","None","Serbo-Croatian","SRC","None","Orasac,Servians,Srbi"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","EF06","Serbs","http://ehrafworldcultures.yale.edu/document?id=ef06-026
","Serbs","1966","1966","Belgrade","None","None","EU","None","Serbia","None","0","None","Serbo-Croatian","SRC","None","Orasac,Servians,Srbi"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","EF06","Serbs","http://ehrafworldcultures.yale.edu/document?id=ef06-036
","Serbs","1966","1985","None","None","None","EU","None","Serbia","None","0","None","Serbo-Croatian","SRC","None","Orasac,Servians,Srbi"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","EF06","Serbs","http://ehrafworldcultures.yale.edu/document?id=ef06-010
http://ehrafworldcultures.yale.edu/document?id=ef06-022
","Serbs","500","1941","None","None","None","EU","None","Serbia","None","0","None","Serbo-Croatian","SRC","None","Orasac,Servians,Srbi"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","EF06","Serbs","http://ehrafworldcultures.yale.edu/document?id=ef06-027
","Serbs","1900","1970","Belgrade","None","None","EU","None","Serbia","None","0","None","Serbo-Croatian","SRC","None","Orasac,Servians,Srbi"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","EF07","Slovenes","http://ehrafworldcultures.yale.edu/document?id=ef07-001
","Slovenes","1948","1969","Zerovnica","None","None","EU","None","Slovenia","None","0","None","Slovenian (Slovene)","SLV","None","Krainisch,Slovenec,Slovenians,Slovenski,Wendisch,Windisch"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","EF07","Slovenes","http://ehrafworldcultures.yale.edu/document?id=ef07-002
","Slovenes","1850","1960","Zelena jama","Lubljana","None","EU","None","Slovenia","None","0","None","Slovenian (Slovene)","SLV","None","Krainisch,Slovenec,Slovenians,Slovenski,Wendisch,Windisch"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","EF07","Slovenes","http://ehrafworldcultures.yale.edu/document?id=ef07-003
","Slovenes","1945","1975","Zagaj","West Haloze","None","EU","None","Slovenia","None","0","None","Slovenian (Slovene)","SLV","None","Krainisch,Slovenec,Slovenians,Slovenski,Wendisch,Windisch"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","EF09","Bosnian Muslims","http://ehrafworldcultures.yale.edu/document?id=ef09-006
","Bosnian Muslims","1945","1993","Dolina Village (pseudonym)","None","None","EU","None","Bosnia and Herzegovina","None","0","None","Serbo-Croatian (Bosnian)","SRC","None","Bosnjaci Muslimani"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","EF09","Bosnian Muslims","http://ehrafworldcultures.yale.edu/document?id=ef09-003
http://ehrafworldcultures.yale.edu/document?id=ef09-005
","Bosnian Muslims","1463","1970","None","None","None","EU","None","Bosnia and Herzegovina","None","0","None","Serbo-Croatian (Bosnian)","SRC","None","Bosnjaci Muslimani"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","EF09","Bosnian Muslims","http://ehrafworldcultures.yale.edu/document?id=ef09-007
","Bosnian Muslims","1878","1914","None","None","None","EU","None","Bosnia and Herzegovina","None","0","None","Serbo-Croatian (Bosnian)","SRC","None","Bosnjaci Muslimani"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","EF09","Bosnian Muslims","http://ehrafworldcultures.yale.edu/document?id=ef09-008
","Bosnian Muslims","1800","1960","None","None","None","EU","None","Bosnia and Herzegovina","None","0","None","Serbo-Croatian (Bosnian)","SRC","None","Bosnjaci Muslimani"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","EF09","Bosnian Muslims","http://ehrafworldcultures.yale.edu/document?id=ef09-001 (partial)
","Bosnian Muslims","1960","1970","Planinica village","Skoplje Polje","None","EU","None","Bosnia and Herzegovina","None","0","None","Serbo-Croatian (Bosnian)","SRC","None","Bosnjaci Muslimani"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","EF09","Bosnian Muslims","http://ehrafworldcultures.yale.edu/document?id=ef09-002
","Bosnian Muslims","1966","1966","Bugojno town","Skoplje Polje","None","EU","None","Bosnia and Herzegovina","None","0","None","Serbo-Croatian (Bosnian)","SRC","None","Bosnjaci Muslimani"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","EF09","Bosnian Muslims","http://ehrafworldcultures.yale.edu/document?id=ef09-001 (partial)
","Bosnian Muslims","1960","1970","Bugojno town","Skoplje Polje","None","EU","None","Bosnia and Herzegovina","None","0","None","Serbo-Croatian (Bosnian)","SRC","None","Bosnjaci Muslimani"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","EF09","Bosnian Muslims","http://ehrafworldcultures.yale.edu/document?id=ef09-004
http://ehrafworldcultures.yale.edu/document?id=ef09-009
","Bosnian Muslims","1966","1966","Planinica village","Skoplje Polje","None","EU","None","Bosnia and Herzegovina","None","0","None","Serbo-Croatian (Bosnian)","SRC","None","Bosnjaci Muslimani"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","FQ05","Bemba","http://ehrafworldcultures.yale.edu/document?id=fq05-012
","Bemba","1892","1992","None","None","None","AF","None","Zambia","None","0","None","Bemba (Chibemba, Ichibemba, We","BEM","None","Abisa,Alonda,Alunda,Alungu,Amambwe,Asenga,Aushi,Awasira,Awemba,Awemba (African people),Awisa,Babemba,Babemba (African people),Babisa,Babwile,Bachila,Bahonga,Bahushi,Balonda,Batabwa,Batambwa,Baunga,Bemba (African people),Bena Kazembe,Bisa,Bwile,Chibemba,Chisenga,Chiwemba,Honja,Ichibemba,Itawa,Kabende,Kawendi,Luapula,Lungu,Mambwe,Marungu,Messira,Muiza,Ngumbu,Senga,Shila,Tabwa,Unga (African people),Unga (Bemba),Ushi (African people),Ushi (Bemba),Waitabwa,Walungu,Warungu,Wasira,Waunga,Wawemba (African people),Wawemba (Bemba),Wawire,Wenachishinga,Wenangumbu,Wisa"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","FQ05","Bemba","http://ehrafworldcultures.yale.edu/document?id=fq05-011
","Bemba","1978","1978","None","None","None","AF","None","Zambia","None","0","None","Bemba (Chibemba, Ichibemba, We","BEM","None","Abisa,Alonda,Alunda,Alungu,Amambwe,Asenga,Aushi,Awasira,Awemba,Awemba (African people),Awisa,Babemba,Babemba (African people),Babisa,Babwile,Bachila,Bahonga,Bahushi,Balonda,Batabwa,Batambwa,Baunga,Bemba (African people),Bena Kazembe,Bisa,Bwile,Chibemba,Chisenga,Chiwemba,Honja,Ichibemba,Itawa,Kabende,Kawendi,Luapula,Lungu,Mambwe,Marungu,Messira,Muiza,Ngumbu,Senga,Shila,Tabwa,Unga (African people),Unga (Bemba),Ushi (African people),Ushi (Bemba),Waitabwa,Walungu,Warungu,Wasira,Waunga,Wawemba (African people),Wawemba (Bemba),Wawire,Wenachishinga,Wenangumbu,Wisa"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","MO04","Somali","http://ehrafworldcultures.yale.edu/document?id=mo04-033
","Somali","1600","1900","None","None","None","AF","None","Somalia","None","0","None","Somali","SOM","None","Daarood,Digil,Dir,Esa,Hawiye,Isaaq,Rahanwin,Sab,Samaale,Somalis,Soomaali"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","MO04","Somali","http://ehrafworldcultures.yale.edu/document?id=mo04-032
","Somali","1983","1983","None","Ooflaawe Region","None","AF","None","Somalia","None","0","None","Somali","SOM","None","Daarood,Digil,Dir,Esa,Hawiye,Isaaq,Rahanwin,Sab,Samaale,Somalis,Soomaali"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","MO04","Somali","http://ehrafworldcultures.yale.edu/document?id=mo04-002
http://ehrafworldcultures.yale.edu/document?id=mo04-003
http://ehrafworldcultures.yale.edu/document?id=mo04-012
http://ehrafworldcultures.yale.edu/document?id=mo04-029
http://ehrafworldcultures.yale.edu/document?id=mo04-031
","Somali","1956","1956","None","None","None","AF","None","Somalia","None","0","None","Somali","SOM","None","Daarood,Digil,Dir,Esa,Hawiye,Isaaq,Rahanwin,Sab,Samaale,Somalis,Soomaali"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","MO04","Somali","http://ehrafworldcultures.yale.edu/document?id=mo04-017
","Somali","1924","1924","None","None","None","AF","None","Somalia","None","0","None","Somali","SOM","None","Daarood,Digil,Dir,Esa,Hawiye,Isaaq,Rahanwin,Sab,Samaale,Somalis,Soomaali"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","MS12","Hausa","http://ehrafworldcultures.yale.edu/document?id=ms12-025
","Hausa","1980","1980","None","None","None","AF","None","Nigeria","None","0","None","Hausa","HUA","None","Abuja,Afnu,Afunu,Arna,Aussa,Azna,Bunjawa,Gobir,Habe,Haoussa,Hausa (African people),Maguzawa,Mawri,al Hausin"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","MS12","Hausa","http://ehrafworldcultures.yale.edu/document?id=ms12-021
","Hausa","1972","1972","None","None","None","AF","None","Nigeria","None","0","None","Hausa","HUA","None","Abuja,Afnu,Afunu,Arna,Aussa,Azna,Bunjawa,Gobir,Habe,Haoussa,Hausa (African people),Maguzawa,Mawri,al Hausin"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","MS12","Hausa","http://ehrafworldcultures.yale.edu/document?id=ms12-019
","Hausa","1800","1972","None","Yauri Emirate","None","AF","None","Nigeria","None","0","None","Hausa","HUA","None","Abuja,Afnu,Afunu,Arna,Aussa,Azna,Bunjawa,Gobir,Habe,Haoussa,Hausa (African people),Maguzawa,Mawri,al Hausin"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","OC06","Iban","http://ehrafworldcultures.yale.edu/document?id=oc06-017
","Iban","1958","1958","Rumah Bujak","Pruan, Sarawak","None","AS","None","Malaysia","None","0","None","Iban","IBA","None","Dayaks,Ibans (Bornean people),Sea Dayaks"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","MS12","Hausa","http://ehrafworldcultures.yale.edu/document?id=ms12-022
","Hausa","1800","1966","None","Daura Emirate","None","AF","None","Nigeria","None","0","None","Hausa","HUA","None","Abuja,Afnu,Afunu,Arna,Aussa,Azna,Bunjawa,Gobir,Habe,Haoussa,Hausa (African people),Maguzawa,Mawri,al Hausin"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","MS12","Hausa","http://ehrafworldcultures.yale.edu/document?id=ms12-023
","Hausa","1800","1970","None","None","None","AF","None","Chad","None","0","None","Hausa","HUA","None","Abuja,Afnu,Afunu,Arna,Aussa,Azna,Bunjawa,Gobir,Habe,Haoussa,Hausa (African people),Maguzawa,Mawri,al Hausin"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","NU33","Tarahumara","http://ehrafworldcultures.yale.edu/document?id=nu33-015
","Tarahuma","1977","1977","None","Chihuahua","None","NA","None","Mexico","None","0","None","Tarahumara, Southeastern/South","TCU","ehraf lists Raramuri (accent) as language","Corohio Indians,Guarijio,Guasapar,Guazapar,Indians (Corohio),Indians (Raramuri),Indians (Tarahumara),Indians (Tarahumare),Indians (Tarahumarice),Indians (Taraumara),Indians (Tarrahumara),Pachera,Pachero,Ralamuri,Ralámuli,Raramuri (Tarahumari),Raramuri Indians,Rarámuri,Tarahumar,Tarahumara Indians,Tarahumare (Tarahumara),Tarahumare Indians,Tarahumari,Tarauhmarice Indians,Taraumar,Taraumara Indians,Tarrahumara Indians,Temori (Tarahumara),Varohio (Tarahumara),Warihio,Warohio"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","NU33","Tarahumara","http://ehrafworldcultures.yale.edu/document?id=nu33-016
","Tarahuma","1959","1959","None","Chihuahua","None","NA","None","Mexico","None","0","None","Tarahumara, Southeastern/South","TCU","ehraf lists Raramuri (accent) as language","Corohio Indians,Guarijio,Guasapar,Guazapar,Indians (Corohio),Indians (Raramuri),Indians (Tarahumara),Indians (Tarahumare),Indians (Tarahumarice),Indians (Taraumara),Indians (Tarrahumara),Pachera,Pachero,Ralamuri,Ralámuli,Raramuri (Tarahumari),Raramuri Indians,Rarámuri,Tarahumar,Tarahumara Indians,Tarahumare (Tarahumara),Tarahumare Indians,Tarahumari,Tarauhmarice Indians,Taraumar,Taraumara Indians,Tarrahumara Indians,Temori (Tarahumara),Varohio (Tarahumara),Warihio,Warohio"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","NU33","Tarahumara","http://ehrafworldcultures.yale.edu/document?id=nu33-014
","Tarahuma","1977","1987","None","Chihuahua","None","NA","None","Mexico","None","0","None","Tarahumara, Southeastern/South","TCU","ehraf lists Raramuri (accent) as language","Corohio Indians,Guarijio,Guasapar,Guazapar,Indians (Corohio),Indians (Raramuri),Indians (Tarahumara),Indians (Tarahumare),Indians (Tarahumarice),Indians (Taraumara),Indians (Tarrahumara),Pachera,Pachero,Ralamuri,Ralámuli,Raramuri (Tarahumari),Raramuri Indians,Rarámuri,Tarahumar,Tarahumara Indians,Tarahumare (Tarahumara),Tarahumare Indians,Tarahumari,Tarauhmarice Indians,Taraumar,Taraumara Indians,Tarrahumara Indians,Temori (Tarahumara),Varohio (Tarahumara),Warihio,Warohio"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","RV02","Yakut","http://ehrafworldcultures.yale.edu/document?id=rv02-056
","Yakut","1940","1990","None","Northern Sakha Republic","None","AS","None","Russia","None","0","None","Yakut","UKT","ehraf lists Raramuri (accent) as language","Dolgan,Ravetlan (Lyguo),Saha (Yakut),Sakha,Urangkhai Sakha,Yakut,Yakutians"
